,tweet,topic,sentiment
680,"@ahandvanish I was in contact with 2 confirmed cases at work (a school) in September- non of them were wearing a mask, indoors. The policy is to carry on. They treat covid like a cold. This is in England btw.",,
681,"""I have learned about the 5⃣ main principles of inclusive democracy particularly to always maintain accountability to our people."" — Samson Viulu (PhD) from 🇸🇧, speaking at the ongoing #SDG16 webinar on the 'Strengthening citizen engagement during the #COVID19 pandemic' session. https://t.co/Tn0UMg9OWM",,
682,BREAKINGJust in case there are any idiots out there who believe the pandemic is over.#OmicronVariantIslanders games postponed due to COVID-19 outbreak — including Rangers clash https://t.co/eLF4YeAiGd via @nypostsports,,
683,"@GarethOCal But what happens if this new variant avoids the vaccine, we are back to the start. All unvaccinated and locked down? This is no way to live https://t.co/Hnh14TReAv",,
684,UPDATE: South African Doctor Who Discovered “Omicron” Variant Says There’s Nothing to Worry About – Only Mild Symptoms (VIDEO) https://t.co/LZyHAgnxgO,,
685,"Angelique Coetzee, chairwoman of South African Medical Association, is apparently saying she is observing mild symptoms in Omicron patients. However, one of the sources is Sputnik. She’s also quoted in Guardian. More sources? https://t.co/tx0N9Mqvphhttps://t.co/fsKh1ATPMQ",,
686,@NaomiWWE How do you deal with  boredom in this quarantine?,,
687,1000s of aspirants of various exams are on an indefinite protest for 2 extra attempts due to 2 COVID waves. Students are requested to join the protest Louder the Voice of Students earlier we may get attempts Media is covering campaign#CivilServicesCovidRelief #UPSCExtraAttempt https://t.co/rsSUz4R5Dl,,
688,Ok? And they’ll recover and have natural immunity literally 20x better then the vaccine you got in may or even earlier….. https://t.co/cOcULrHZ3f,,
689,"1/3 #HUNT Concernd citizens want to remain informed re Covid developmnts. Why then did I switch #OleaginousHunt off as he discussd #Omicron? Let’s be frank.#TRUST is gone.#HUNT shld have been sacked long ago. From #AgedCare to #Health portfolio, #HUNT has failed.",,
690,Y'all I'm vaccinated na ng first doze😭,,
691,"Staff, customers and delivery workers who were at the KFC on Brentwood High Street on November 19 between 1pm and 5pm are being asked to do a PCR test. https://t.co/L46F4wQ9i5",,
692,@theTiser @andrew_hough When your gaslighted by your own government. The fact is we have been vaccinated and we are still being punished. The commissioner needs to get his head out of his ass.,,
693,Canadians to get biggest drop in gasoline prices since 2009 over COVID variant fears https://t.co/c2PjvQRofw,,
694,"@nickaramaOG @Dreamweasel Oh, yes, the China travel ban was *such* a success in stopping Covid-19, when travel from Europe brought it to the East Coast. 🙄🙄🙄",,
695,"Vaccinated English adults under 60 are dying at twice the rate of unvaccinated people the same age.  The brown line —weekly deaths from all causes of vaccinated people aged 10-59, per 100,000 peopleThe blue line —weekly deaths from all causes of unvaccinated people per 100,000 https://t.co/iJQW11yPIY",,
696,@confusedmuser @TrumpJew2 @michaelmalice The media ran tons of stories when delta came out. But as usual they lied and it was not Covid but RSV and noting new,,
697,"Sir, don't forget to keep yourself entertained and safe in the batcave Bruce as we lockdown. Jacinda is counting on us.",,
698,CIVIL SERVICES COVID RELIEF#UPSCExtraAttempt @DoPTGoI @PMOIndia @narendramodi @AmitShah @JPNadda @rajnathsingh @myogiadityanath @swatantrabjp @gssjodhpur @ABVPVoice @bjp4up @drdineshbjp @kpmaurya1 https://t.co/c8K7pPpYfr,,
699,@Beaulie80496299 @tracyunionthug @GovRonDeSantis @FLCaseyDeSantis How does banning mask mandates or banning vaccine passports help curb our COVID pandemic? Perhaps it’s time we all work together to end this pandemic instead of playing politics with our country’s response.,,
700,Good. Maybe the unvaccinated will get vaccinated. https://t.co/Q4X468PdKW,,
701,"@Schit_Liz_Says It’s not holistic, not guaranteed to prevent transmission and there’s a textbook of evidence that the plandemic was coordinated by governments (dictator xi; president for life propaganda) to force &amp; coerce vaccine mandates for profit. Reiki can actually heal coronaviruses ♥️ .",,
702,@ABC7 LOCKDOWN BITCHES,,
703,"@Mclobster72 @Independent_ie There have been numerous strains of Covid. Loads of them. And there will continue to be. None of them impact children. Again, you need to read up on Covid, you haven't a clue. Omnicron is a non event too.",,
704,@firemanstevec34 @dwraybon @ChuckCallesto This is true. The large Ohio Hospitals are mandating a timeline to be fully vaccinated. Can also apply for religious or medical exemption but hearing they will be granted few and far between.,,
705,Jab Teja isse chode tab na wo kuch kare.This is what Tejran did to our girl.I am so pissed today seriously. #TejasswiPrakash #BiggBoss15,,
706,@MatthewStadlen @EssexPR @paulfrewDUP So how do you explain the spike in cases at the Melbourne Cup? A vaccine passports event btw.,,
707,"@News24 @CebohNyambose Your body, your decision to take the vaccine or not. My establishment, my decision to require a vaccine for entry .Respect for everyone's rights. Just coz you have a difference in opinion on the matter, doesn't constitute force.",,
708,"Lol! You just have to get ""Covid"" involved! Like it has any impact on the market! https://t.co/5qLRgmvnKy",,
709,This is one of the most tone deaf post I’ve ever seen coming from a Nigerian man. Africa is only 6% vaccinated because they have no access to the vaccines. Covid has “practically disappeared” because testing isn’t done because no one can afford it. https://t.co/Zl79O6pfNL,,
710,"@mikeajfox @KellyQuilt Always followed the rules, guess what? Caught covid.",,
711,"Early encouraging symptoms from SA suggest omicron might be highly contagious but relatively benign. If confirmed, this could imply an end to the Covid problem:",,
712,@laurenboebert They are exempt. Biden claims they are Covid free. Disease-free  drug-free and the cartel is nonexistent.,,
713,@dcexaminer @WHO The best way  to manage the COVID 2022 variant; print the ballots for the harvest.,,
714,"This is why the knee-jerk moves to ban travel to/from South Africa will not keep Omicron out of other nations. Omicron is already in other nations. It was identified in SA, but didn’t necessarily come from there. https://t.co/SCvggojOyz",,
715,@Nevada_Connolly @jmice365 @chrisstlmo @HollyGolight702 @joncoopertweets ok.  VACCINATED. PEOPLE. CATCH.  AND. TRANSMIT. COVID!!!!... so this ‘putting people at risk’ is bullshit. you have been sold a lie. you dont have any right to not be exposed to disease. the world is full of risk.  the vaccines don’t work.  they lied to you.,,
716,IMMA NEED MY BABYTOADZ TO FIGHT OMICRON https://t.co/2O22TocN7j,,
717,"@ThatPascoeWoman There has bee a lot of partying and credit collection but precious little leadership IMHO. Meanwhile the PS has gotten out millions of Jobkeeper payments and millions of increased Jobseeker payments, organised the vaccine rollout despite the lack of vaccines.",,
718,@MaximeBernier Omicron: everything you need to know about new Covid variant https://t.co/p90jWnvQsV,,
719,Hon’ble PM Shri @narendramodi Ji holds #COVID19 review meeting with top officials.#IndiaFightsCoron https://t.co/1Au9menZQR,,
720,"@iwasid @airlivenet Yeah its sad honestly, but I don't get why I would have to get vaccinated if I'm healthy",,
721,"@ChrisCuomo A person that fakes Covid and we know it was fake because brother got you a vaccine before they were available, for a news scoop shouldn’t have a job in news let alone an opinion when they don’t care to know the facts.",,
722,"@CTVNews Oh no, whatever will @MarilynGladuSL do with her time now that they’ve taken this gem away from her and her own party has ousted her for speaking out of line against vaccine mandates? We will remember.",,
723,@ksgnimbus @Amy_Siskind Aren’t vaccinated also ending up in hospitals?  Share those stories as well.,,
724,Why hasn't this monster been arrested yet for crimes against humanity?? Now he wants to start vaxxing babies. This is a sick man that must be stopped. https://t.co/dwYelag1AH,,
725,Q: What’s the difference between a vaccinated and unvaccinated person? A: About 6 months,,
726,@ScottAdamsSays Is it my imagination or are the vaccinated secretly hoping the unvaccinated die in large numbers to prove a point?,,
727,"@LasVegasUK This is a right mess, they are slowly killing off the travel business, I guess the silver lining for them is it will work in favour of their climate and carbon emission policies. I see Biden has banned travel to some countries, well how long until its extended to all with omicron",,
728,Quick! Someone inject the vaccine into them when they’re sleeping! https://t.co/zGzmPHuWiK,,
729,@CeboMcineka MAKE THIS GO VIRAL: - One of the world's leaders in MRNA Vaccine creation exposes all #NoVaccineMandates https://t.co/jYjIhv9pzC,,
730,"@AdamCrigler @DefiantLs She is knowing spreading misinformation; ""boosters are the best way to protect the nation from Omicron"". No studies or data to validate her statements. CDC is not collecting data on breakthrough cases, so she is knowingly spreading misinformation.",,
731,"@pvtjokerus The real experts will tell you you can't inoculate into a pandemic, particularly with leaky vaccines. Virus is as virus does. Resistant variants devlop and the vaccinated are the unwitting petri dish.",,
732,Save Lives – Earn Bitcoin with new EMS SignPost Software – Bitcoin News | Alhamdulillah Ya Rozzaq Shollu Alan Nabi #BlackFriday Omicron #DALS https://t.co/GrvWVyj09v,,
733,a covid positive case in my school like that person stays in the same hostel with my friends but school said we should now learn to live with corona like wtf????,,
734,"@newscomauHQ ""omicron crisis"" spare me",,
735,Queen Sugar was the last show that needed a COVID storyline,,
736,#Omicron scare has vanished in a day. 😅Same happened after a day when #Delta variant news hit the market. https://t.co/OnRG2W2imt,,
737,"@JustinTrudeau  Res Sir, i am in a lot of farming business financial trouble due to covid pandemic situation, i need 5 lakhs rupees help, please help me sir",,
738,Another day I gloomily wonder if all that is important in life gets lost in the hustle &amp; bustle of everyday battles. Perhaps we came close to grasping human fragility during the darkest days of the pandemic. But that profound realization seems to have taken a backseat again…?,,
739,"Yup.“Public schools may finally be open across the country, but in many districts, things are far from normal,” New York Times columnist Michelle Goldberg observed. “It’s a perilous situation for Democrats, the party of public schools.”https://t.co/hPFT0HK7hM",,
740,Photo of #Omicron #OmicronVariant #covidvariant #COVID19 #coronavirus #Corona https://t.co/WciPu7zqXS,,
741,"@BagdMilkSoWhat Ok they made it difficult  for people to get vaccinated, they went after schools that were requiring students to wear masks but they are the lowest , ok we sure about that",,
742,"@lawncricket @DonaldTendulkar Lol …he can get vaccinated , simple as that",,
743,The global pandemic is getting kids in college and career.,,
744,"@ReaganCrack @BBCNews Nice gif, I take it the vaccine works then? No need for boosters! Excellent news, spread it far and wide! Finally we are Covid-19 free and we can go back to normal!A thousand apologies, I really thought they didn't work.☺️☺️☺️☺️",,
